id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,context,target_name,effector_name,ligand_mse,ligand_score,rank
s_271570____11830270____21744336,OC1CCCc2ccc(-c3cccc4ncoc34)cc21,265.31,1.0,3.0,1.0,0,4,0.235,46.26,3,1,0,3.87,KRAS_G12D_VHL,KRAS G12D,VHL,0.6030678153038025,-0.6030678153038025,108
s_273584____28839616____28759996,CCOc1ccc(-c2ccccc2C(CN)NC)cn1,271.36,2.0,4.0,6.0,0,2,0.312,60.17,2,1,1,2.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.6032800078392029,-0.6032800078392029,109
s_271570____28264724____28620788,COc1ccc(-c2ccccc2C(C)O)cc1CC#N,267.33,1.0,3.0,4.0,0,2,0.235,53.25,2,1,1,3.48,KRAS_G12D_VHL,KRAS G12D,VHL,0.6033036112785339,-0.6033036112785339,110
s_240690____21581684____21513404,COc1ccc(CC(N)CC(=O)NC2CCCCC2)cc1,290.41,2.0,3.0,6.0,0,2,0.588,64.35,1,1,0,2.4,KRAS_G12D_VHL,KRAS G12D,VHL,0.603355884552002,-0.603355884552002,111
s_271302____9196868____25558440,N#Cc1ccccc1-c1ccc(CN2CCCC(N)C2)cc1,291.4,1.0,3.0,3.0,0,3,0.316,53.05,2,1,0,3.15,KRAS_G12D_VHL,KRAS G12D,VHL,0.6034340262413025,-0.6034340262413025,112
m_240690____7350938____26979642,NC(CCCC(=O)NCC1CCCCC1)C(F)F,262.34,2.0,2.0,7.0,0,1,0.923,55.12,0,1,0,2.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.6034486293792725,-0.6034486293792725,113
m_271570____13465782____28616932,CC1(C)CCC=C(c2ccc(C(N)CCO)cc2)C1,259.39,2.0,2.0,4.0,0,2,0.529,46.25,1,1,1,3.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.6035377383232117,-0.6035377383232117,114
s_271570____11651800____28620796,NC(CO)c1ccc(-c2ccc(CO)cc2)cc1F,261.3,3.0,3.0,4.0,0,2,0.2,66.48,2,1,1,1.98,KRAS_G12D_VHL,KRAS G12D,VHL,0.6035499572753906,-0.6035499572753906,115
s_271570____28267096____28731016,Nc1cnc2c(C=C3CCCCCCC3)cccc2c1N,281.4,2.0,3.0,1.0,0,3,0.389,64.93,2,0,0,4.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.603569746017456,-0.603569746017456,116
s_2624____27226918____28414840,OCC=Cc1ccc(OCC(O)C2CCCC2)cc1,262.35,2.0,3.0,6.0,0,2,0.5,49.69,1,1,1,2.62,KRAS_G12D_VHL,KRAS G12D,VHL,0.6036205291748047,-0.6036205291748047,117
s_271570____28265954____28544196,NCCc1cc(F)cc(-c2ccc(CCCO)cc2)c1Cl,307.8,2.0,2.0,6.0,0,2,0.294,46.25,2,0,0,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6036431193351746,-0.6036431193351746,118
s_273584____28245134____17700532,NCCOc1ccc(-c2ccc3c(c2)C(O)CCO3)cc1,285.34,2.0,4.0,4.0,0,3,0.294,64.71,2,1,0,2.51,KRAS_G12D_VHL,KRAS G12D,VHL,0.6038818359375,-0.6038818359375,119
s_271570____28459232____11653120,CS(=O)(=O)NCc1cccc(C=CCCc2ccccc2)c1,315.44,1.0,2.0,7.0,0,2,0.222,46.17,2,0,0,3.38,KRAS_G12D_VHL,KRAS G12D,VHL,0.6040260791778564,-0.6040260791778564,120
s_271570____9176192____28616932,COc1ccc(-c2ccc(C(N)CCO)cc2)cn1,258.32,2.0,4.0,5.0,0,2,0.267,68.37,2,1,1,2.14,KRAS_G12D_VHL,KRAS G12D,VHL,0.6041132807731628,-0.6041132807731628,121
s_271570____28266774____21750208,COC(C)(C)C=Cc1ccc(-c2c(C)n[nH]c2N)cc1,271.36,2.0,3.0,4.0,0,2,0.312,63.93,2,0,0,3.41,KRAS_G12D_VHL,KRAS G12D,VHL,0.6041396856307983,-0.6041396856307983,122
s_271570____13545164____11652842,CC(O)c1ccc(-c2ccc(Cl)cc2CO)s1,268.76,2.0,3.0,3.0,0,2,0.231,40.46,2,1,0,3.61,KRAS_G12D_VHL,KRAS G12D,VHL,0.6041760444641113,-0.6041760444641113,123
s_271302____25649616____25492042,OC1CNCC(Nc2ccccc2OCC2CCCCC2)C1,304.43,3.0,4.0,5.0,0,3,0.667,53.52,1,2,1,2.78,KRAS_G12D_VHL,KRAS G12D,VHL,0.6041789650917053,-0.6041789650917053,124
s_282730____25896374____26281974____25782202,OCc1cccc2nc(CC3CC3)c(Nc3ccccc3)n12,293.37,2.0,4.0,5.0,0,4,0.278,49.56,3,0,0,3.52,KRAS_G12D_VHL,KRAS G12D,VHL,0.6043026447296143,-0.6043026447296143,125
m_271570____16747970____28721038,Cc1cc(-c2cc(Cl)cc(C(O)CN)c2)ccc1O,277.75,3.0,3.0,3.0,0,2,0.2,66.48,2,1,0,3.01,KRAS_G12D_VHL,KRAS G12D,VHL,0.6043456196784973,-0.6043456196784973,126
s_273584____28839932____28759864,Cc1ccc(C2CC2)c(-c2ccc(C(N)CCO)cc2)c1,281.4,2.0,2.0,5.0,0,3,0.368,46.25,2,1,0,3.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6043680310249329,-0.6043680310249329,127
s_273584____28245166____17553898,N#CC1(c2ccccc2-c2ccc(C(O)CN)cc2)CC1,278.36,2.0,3.0,4.0,0,3,0.278,70.04,2,1,1,2.9,KRAS_G12D_VHL,KRAS G12D,VHL,0.6044156551361084,-0.6044156551361084,128
s_207____10303030____121598,COc1ccc(C(CO)CNC2CCCCC2)cc1OC,293.41,2.0,4.0,7.0,0,2,0.647,50.72,1,1,1,2.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.6044918298721313,-0.6044918298721313,129
s_271570____16945670____28622224,Cn1ncc(-c2ccc(C(O)CN)cc2Cl)n1,252.71,2.0,5.0,3.0,0,2,0.273,76.96,2,1,1,1.13,KRAS_G12D_VHL,KRAS G12D,VHL,0.604539155960083,-0.604539155960083,130
s_273584____28245134____28759332,NCCOc1ccc(-c2ccc(C3CNCCN3)cc2)cc1,297.4,3.0,4.0,5.0,0,3,0.333,59.31,2,1,1,1.93,KRAS_G12D_VHL,KRAS G12D,VHL,0.6045395135879517,-0.6045395135879517,131
s_271570____28267092____28721020,NCC(CO)Cc1ccccc1C=C1CCCCCC1,273.42,2.0,2.0,5.0,0,2,0.556,46.25,1,1,1,3.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6046483516693115,-0.6046483516693115,132
m_271570____28263582____28540184,CNCc1cc2cc(-c3ccccc3C(C)O)ccc2[nH]1,280.37,3.0,2.0,4.0,0,3,0.222,48.05,3,1,0,3.61,KRAS_G12D_VHL,KRAS G12D,VHL,0.604745090007782,-0.604745090007782,133
s_273584____28839918____13457798,NC(CO)c1ccc(-c2ccc(Cl)cc2C(F)F)cc1,297.73,2.0,2.0,4.0,0,2,0.2,46.25,2,1,0,3.94,KRAS_G12D_VHL,KRAS G12D,VHL,0.6048611998558044,-0.6048611998558044,134
s_7____26867314____27352470,COc1cccc(C(C)Oc2ccc(C(C)=O)cc2C#N)c1F,313.33,0.0,4.0,5.0,0,2,0.222,59.32,2,1,1,4.05,KRAS_G12D_VHL,KRAS G12D,VHL,0.604947030544281,-0.604947030544281,135
s_27____18186210____12409752,CC(O)CCN(C)C1=Nc2ccccc2Oc2ccccc21,296.37,1.0,4.0,3.0,0,3,0.278,45.06,2,1,0,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6049622297286987,-0.6049622297286987,136
m_271570____28263618____28544508,CC(O)c1ccccc1-c1ccc(C2CCO2)cn1,255.32,1.0,3.0,3.0,0,3,0.312,42.35,2,2,1,3.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.6051133275032043,-0.6051133275032043,137
s_271570____28266084____12330612,CC(N)Cc1cccc(-c2cc(Cl)ccc2O)c1,261.75,2.0,2.0,3.0,0,2,0.2,46.25,2,1,1,3.6,KRAS_G12D_VHL,KRAS G12D,VHL,0.6053004264831543,-0.6053004264831543,138
s_271570____9487626____28721018,CC(=O)Nc1ccc(-c2ccc(C(O)CN)cc2F)cn1,289.31,3.0,4.0,4.0,0,2,0.2,88.24,2,1,1,1.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6053209900856018,-0.6053209900856018,139
s_271570____18352960____21746144,CCc1cc(-c2ccc3c(c2)CC(C)OC3=O)ccc1O,282.34,1.0,3.0,2.0,0,3,0.278,46.53,2,1,1,3.72,KRAS_G12D_VHL,KRAS G12D,VHL,0.6053299903869629,-0.6053299903869629,140
s_271570____10145460____30507188,Cc1ccc(-c2cccc3cn[nH]c23)cc1CC(C)N,265.36,2.0,2.0,3.0,0,3,0.235,54.7,3,1,1,3.43,KRAS_G12D_VHL,KRAS G12D,VHL,0.6053318977355957,-0.6053318977355957,141
m_271570____28263618____12330882,CCC(N)Cc1ccc(-c2ccccc2C(C)O)cc1,269.39,2.0,2.0,5.0,0,2,0.333,46.25,2,2,1,3.69,KRAS_G12D_VHL,KRAS G12D,VHL,0.605389416217804,-0.605389416217804,142
s_271570____9176388____24877920,CNCc1occc1-c1ccc(OCC2CCCCO2)cc1,301.39,1.0,4.0,6.0,0,3,0.444,43.63,2,1,1,3.61,KRAS_G12D_VHL,KRAS G12D,VHL,0.605426013469696,-0.605426013469696,143
m_271570____9176154____28554078,COc1cccc(-c2cc(C(O)CF)cc(C)n2)c1,261.3,1.0,3.0,4.0,0,2,0.267,42.35,2,1,1,3.07,KRAS_G12D_VHL,KRAS G12D,VHL,0.605449378490448,-0.605449378490448,144
s_271570____28266084____28550828,Oc1ccc(Cl)cc1-c1cccc2c1CCCC2O,274.75,2.0,2.0,1.0,0,3,0.25,40.46,2,1,0,4.08,KRAS_G12D_VHL,KRAS G12D,VHL,0.6056921482086182,-0.6056921482086182,145
s_271570____28265228____28618440,NC1CCc2ccc(-c3cccc4c(CO)cccc34)cc21,289.38,2.0,2.0,2.0,0,4,0.2,46.25,3,1,0,3.94,KRAS_G12D_VHL,KRAS G12D,VHL,0.6059846878051758,-0.6059846878051758,146
s_207____14794776____15309752,COc1ccccc1C=CCNc1cccc(C(C)O)c1,283.37,2.0,3.0,6.0,0,2,0.222,41.49,2,1,0,3.87,KRAS_G12D_VHL,KRAS G12D,VHL,0.6062633991241455,-0.6062633991241455,147
s_271570____28266156____11653280,O=C1CC(CO)CN1c1ccc(-c2ccc(O)cc2F)cc1,301.32,2.0,3.0,3.0,0,3,0.235,60.77,2,1,1,2.54,KRAS_G12D_VHL,KRAS G12D,VHL,0.606396496295929,-0.606396496295929,148
s_271302____28451074____25492082,COc1cc(NC(C)CN)ccc1C1CCCCC1,262.4,2.0,3.0,5.0,0,2,0.625,47.28,1,1,1,3.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.6065126061439514,-0.6065126061439514,149
s_207____4781052____30159588,Cc1ccc(C=CCNC(C)C(=O)Nc2ccccc2)o1,284.36,2.0,3.0,6.0,0,2,0.235,54.27,2,1,1,3.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.6065128445625305,-0.6065128445625305,150
s_271570____34831010____28541436,CC(CN)c1ccc(-c2ccc(OCC(C)(C)O)cc2)cc1,299.41,2.0,3.0,6.0,0,2,0.368,55.48,2,1,1,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6065194606781006,-0.6065194606781006,151
s_271570____17642292____28541408,Cc1ccc(O)cc1-c1ccc(OC(C)CN)cc1,257.33,2.0,3.0,4.0,0,2,0.25,55.48,2,1,1,3.09,KRAS_G12D_VHL,KRAS G12D,VHL,0.6065236330032349,-0.6065236330032349,152
s_2624____27231058____27386300,CC(C)CC(O)COc1cccc2[nH]c3ccccc3c12,283.37,2.0,2.0,5.0,0,3,0.333,45.25,3,1,1,4.11,KRAS_G12D_VHL,KRAS G12D,VHL,0.606562077999115,-0.606562077999115,153
s_271570____9176192____21746290,COc1ccc(-c2ccc(C(C)O)cc2Cl)cn1,263.72,1.0,3.0,3.0,0,2,0.214,42.35,2,1,0,3.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.606564998626709,-0.606564998626709,154
s_271570____11648826____28617164,NC1CCOc2ncc(-c3cccc(Cl)c3Cl)cc21,295.17,1.0,3.0,1.0,0,3,0.214,48.14,2,1,1,3.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6065996885299683,-0.6065996885299683,155
s_271570____15064078____28620566,COc1ccc(-c2ccc(C(N)CO)cc2)cc1C,257.33,2.0,3.0,4.0,0,2,0.25,55.48,2,1,0,2.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.6066808104515076,-0.6066808104515076,156
s_271570____9487572____28621822,NC(CO)Cc1ccc(-c2ccc(Cl)cc2)cc1,261.75,2.0,2.0,4.0,0,2,0.2,46.25,2,1,0,2.87,KRAS_G12D_VHL,KRAS G12D,VHL,0.6067728400230408,-0.6067728400230408,157
s_275652____18312456____17364342,CC(N)CCc1ccc(-c2ccc(CCC(=O)O)cc2)cc1,297.4,2.0,2.0,7.0,0,2,0.316,63.32,2,1,1,3.65,KRAS_G12D_VHL,KRAS G12D,VHL,0.6067765951156616,-0.6067765951156616,158
s_271570____10145116____28615238,Cc1ccc(-c2ccc(C3(O)CCCOC3)cc2)o1,258.32,1.0,3.0,2.0,0,3,0.375,42.6,2,1,1,3.25,KRAS_G12D_VHL,KRAS G12D,VHL,0.606853187084198,-0.606853187084198,159
s_271570____11830220____28617172,NC1CCCc2c(-c3ccc(F)cc3CCO)cccc21,285.36,2.0,2.0,3.0,0,3,0.333,46.25,2,1,0,3.36,KRAS_G12D_VHL,KRAS G12D,VHL,0.6070433855056763,-0.6070433855056763,160
s_271570____23273786____17565416,O=C1CC(c2ccc(-c3ccc(OCCO)cc3)cc2)CN1,297.35,2.0,3.0,5.0,0,3,0.278,58.56,2,1,1,2.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.6070655584335327,-0.6070655584335327,161
m_271570____28267044____15235840,CCOc1ccc(C=Cc2cccc(C(O)CO)n2)cc1,285.34,2.0,4.0,6.0,0,2,0.235,62.58,2,1,1,2.68,KRAS_G12D_VHL,KRAS G12D,VHL,0.6072468161582947,-0.6072468161582947,162
s_2624____27223616____27531798,COc1ccc(C(C)Oc2ccc(C(CO)CO)cc2)cc1,302.37,2.0,4.0,7.0,0,2,0.333,58.92,2,1,1,2.9,KRAS_G12D_VHL,KRAS G12D,VHL,0.6073499917984009,-0.6073499917984009,163
s_273584____28841220____28786988,COC(=O)C(N)Cc1ccccc1-c1ccc(N(C)C)cc1,298.39,1.0,4.0,5.0,0,2,0.278,55.56,2,1,1,2.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.6074115633964539,-0.6074115633964539,164
s_271570____20266998____12330534,CC(N)c1ccc(-c2cc(Cl)ccc2C(C)(C)O)cc1,289.81,2.0,2.0,3.0,0,2,0.294,46.25,2,1,0,4.25,KRAS_G12D_VHL,KRAS G12D,VHL,0.6074687838554382,-0.6074687838554382,165
s_271570____28263090____28719832,COCc1ccc(-c2ccc(CC(N)CO)cc2)s1,277.39,2.0,4.0,6.0,0,2,0.333,55.48,2,1,0,2.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.6074778437614441,-0.6074778437614441,166
s_271570____28263032____28719832,N#CCc1cc(-c2ccc(CC(N)CO)cc2)cs1,272.37,2.0,4.0,5.0,0,2,0.267,70.04,2,1,0,2.34,KRAS_G12D_VHL,KRAS G12D,VHL,0.6074885129928589,-0.6074885129928589,167
s_276492____16915544____14709650,COc1ccc(CC(CO)CNC2=NCC(C)N2C)cc1Br,370.29,2.0,5.0,6.0,0,2,0.562,57.09,1,2,1,1.89,KRAS_G12D_VHL,KRAS G12D,VHL,0.60749351978302,-0.60749351978302,168
s_271570____28264130____21750622,Cc1cc(-c2cccc3c2NC(=O)C(C)O3)c(C)cc1O,283.33,2.0,3.0,1.0,0,3,0.235,58.56,2,1,1,3.4,KRAS_G12D_VHL,KRAS G12D,VHL,0.6075310111045837,-0.6075310111045837,169
s_240690____17025380____15715100,N#Cc1cccc(CC(N)C(=O)NN2CCCCC2)c1,272.35,2.0,4.0,4.0,0,2,0.467,82.15,1,1,1,0.94,KRAS_G12D_VHL,KRAS G12D,VHL,0.6075806617736816,-0.6075806617736816,170
s_273584____28245166____20080416,NCC(O)c1ccc(-c2cccc(C3CNC3)c2)cc1,268.36,3.0,3.0,4.0,0,3,0.294,58.28,2,1,1,2.03,KRAS_G12D_VHL,KRAS G12D,VHL,0.6075844168663025,-0.6075844168663025,171
s_273712____28736674____28713818,O=C(O)c1cc(F)c(C=C2CCCCCC2)cc1O,264.3,2.0,2.0,2.0,0,2,0.4,57.53,1,0,0,3.97,KRAS_G12D_VHL,KRAS G12D,VHL,0.6076059937477112,-0.6076059937477112,172
s_273610____11531544____11516408,CC(O)CNc1cccc(COCC2CCCCO2)c1,279.38,2.0,4.0,7.0,0,2,0.625,50.72,1,2,1,2.56,KRAS_G12D_VHL,KRAS G12D,VHL,0.6076614260673523,-0.6076614260673523,173
s_207____8158078____29652324,COc1ccc(-c2ccc(CNCC(C)O)cc2)cc1,271.36,2.0,3.0,6.0,0,2,0.294,41.49,2,1,0,2.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6079517006874084,-0.6079517006874084,174
s_271302____25588692____14266608,Cc1ccc(NCC=Cc2ccc3c(c2)OCO3)cc1CN,296.37,2.0,4.0,5.0,0,3,0.222,56.51,2,0,0,3.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6079925298690796,-0.6079925298690796,175
m_271570____13545166____28621742,COc1ccc(-c2cccc(O)c2CO)cc1C(N)CO,289.33,4.0,5.0,5.0,0,2,0.25,95.94,2,1,1,1.55,KRAS_G12D_VHL,KRAS G12D,VHL,0.6080436706542969,-0.6080436706542969,176
s_34____13968214____6483128,Cc1ncsc1CCOc1ccc(C=CCO)cc1,275.37,1.0,4.0,6.0,0,2,0.267,42.35,2,0,0,3.08,KRAS_G12D_VHL,KRAS G12D,VHL,0.6081224083900452,-0.6081224083900452,177
s_271570____9176388____21750918,Nc1ncc(-c2ccc(OCC3CCCCO3)cc2)cc1F,302.35,1.0,4.0,4.0,0,3,0.353,57.37,2,1,1,3.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083032488822937,-0.6083032488822937,178
s_271570____28267162____28719832,CC(C)C1CC=C(c2ccc(CC(N)CO)cc2)CC1,273.42,2.0,2.0,5.0,0,2,0.556,46.25,1,2,1,3.39,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083166003227234,-0.6083166003227234,179
s_271570____16747970____28621028,Cc1cc(-c2ccc(C(C)CN)c(Cl)c2)ccc1O,275.78,2.0,2.0,3.0,0,2,0.25,46.25,2,1,1,4.08,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083280444145203,-0.6083280444145203,180
s_271570____28265954____30507242,NC1(CO)CCc2ccc(-c3ccc(CCCO)cc3)cc21,297.4,3.0,3.0,5.0,0,3,0.368,66.48,2,1,1,2.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083670854568481,-0.6083670854568481,181
m_271570____28263582____21744518,COC1CNc2ccc(-c3ccccc3C(C)O)cc2C1,283.37,2.0,3.0,3.0,0,3,0.333,41.49,2,2,1,3.39,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083878874778748,-0.6083878874778748,182
s_271570____28266472____28620796,CCCCc1ccc(-c2ccc(C(N)CO)c(F)c2)cc1,287.38,2.0,2.0,6.0,0,2,0.333,46.25,2,1,1,3.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6083988547325134,-0.6083988547325134,183
s_273584____28840416____28759850,COc1ccc(C)c(-c2cccc(CC(N)CO)c2)c1,271.36,2.0,3.0,5.0,0,2,0.294,55.48,2,1,1,2.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6084145307540894,-0.6084145307540894,184
s_271570____12100476____28621164,Cc1ccc(-c2cc(Cl)cc(C(N)CO)c2)cc1C(F)(F)F,329.75,2.0,2.0,3.0,0,2,0.25,46.25,2,1,0,4.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.6085972189903259,-0.6085972189903259,185
s_271570____22334694____21745500,O=C1Nc2cc(F)c(C=CCO)cc2N2CCCCC12,276.31,2.0,3.0,2.0,0,3,0.4,52.57,1,1,1,2.14,KRAS_G12D_VHL,KRAS G12D,VHL,0.6086342930793762,-0.6086342930793762,186
s_271570____11829878____28621382,Cc1ccc(-c2ccc(C(N)CO)cc2F)cc1C,259.32,2.0,2.0,3.0,0,2,0.25,46.25,2,1,1,3.1,KRAS_G12D_VHL,KRAS G12D,VHL,0.6087024211883545,-0.6087024211883545,187
s_271570____28266838____28617512,Nc1snc2cc(C=CC3CCCOC3)ccc12,260.36,1.0,4.0,2.0,0,3,0.357,48.14,2,1,1,3.32,KRAS_G12D_VHL,KRAS G12D,VHL,0.6089003086090088,-0.6089003086090088,188
s_271570____28267034____28721018,NCC(O)c1ccc(C=CC2CCNCC2)c(F)c1,264.34,3.0,3.0,4.0,0,2,0.467,58.28,1,1,1,1.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6089317798614502,-0.6089317798614502,189
m_271570____9487616____21744198,COc1cccc2cc(-c3ccsc3C(C)O)oc12,274.34,1.0,4.0,3.0,0,3,0.2,42.6,3,1,0,4.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.6089524626731873,-0.6089524626731873,190
s_271570____28265380____28621742,COc1ccc(-c2cccc3c2ccn3C)cc1C(N)CO,296.37,2.0,4.0,4.0,0,3,0.222,60.41,3,1,1,2.85,KRAS_G12D_VHL,KRAS G12D,VHL,0.6089673638343811,-0.6089673638343811,191
s_271570____28267096____21746406,OCc1nc2ccc(C=C3CCCCCCC3)cc2o1,271.36,1.0,3.0,2.0,0,3,0.471,46.26,2,0,0,4.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.6090272665023804,-0.6090272665023804,192
s_271570____17309822____12330668,CC1=C(c2ccc(OCC(O)CN)cc2)COC1=O,263.29,2.0,5.0,5.0,0,2,0.357,81.78,1,1,1,0.71,KRAS_G12D_VHL,KRAS G12D,VHL,0.6091077327728271,-0.6091077327728271,193
s_271570____13465760____28544694,CNC1CCc2ccc(-c3cccc(C(N)=O)c3)cc21,266.34,2.0,2.0,3.0,0,3,0.235,55.12,2,1,1,2.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.6091521382331848,-0.6091521382331848,194
s_2624____27225492____27223800,CC(O)(CO)COc1ccc(OCCN2CCCC2)cc1,295.38,2.0,5.0,8.0,0,2,0.625,62.16,1,1,0,1.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.6092205047607422,-0.6092205047607422,195
s_271570____18682528____28540042,COc1ccc(-c2ccc3c(c2)CC(C)NC3)cc1CO,283.37,2.0,3.0,3.0,0,3,0.333,41.49,2,1,1,2.89,KRAS_G12D_VHL,KRAS G12D,VHL,0.6093055009841919,-0.6093055009841919,196
s_271570____9176446____28721024,CCc1ccc(-c2cc(CC(CN)CO)ccc2OC)cc1,299.41,2.0,3.0,7.0,0,2,0.368,55.48,2,1,1,3.03,KRAS_G12D_VHL,KRAS G12D,VHL,0.6093187928199768,-0.6093187928199768,197
s_2624____27231058____27221174,O=C1CCCC(COc2cccc3[nH]c4ccccc4c23)N1,294.35,2.0,2.0,3.0,0,4,0.278,54.12,3,1,1,3.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.6093973517417908,-0.6093973517417908,198
s_271570____14429550____12330616,NC(c1ccc(-c2cccc(Cl)c2CO)cc1)C1CCC1,301.82,2.0,2.0,4.0,0,3,0.333,46.25,2,1,1,4.3,KRAS_G12D_VHL,KRAS G12D,VHL,0.6094051599502563,-0.6094051599502563,199
s_271570____11830214____28574650,Cc1ccc(CO)c(-c2cc(Cl)cc(C(C)O)c2)c1,276.76,2.0,2.0,3.0,0,2,0.25,40.46,2,1,0,3.86,KRAS_G12D_VHL,KRAS G12D,VHL,0.6094602346420288,-0.6094602346420288,200
s_271570____12296706____28621026,Cc1ccc(-c2ccc(Cl)c(C(C)CN)c2)cc1C#N,284.79,1.0,2.0,3.0,0,2,0.235,49.81,2,1,1,4.25,KRAS_G12D_VHL,KRAS G12D,VHL,0.6095205545425415,-0.6095205545425415,201
s_271570____13419796____28621742,CCOc1ccc(-c2ccc(OC)c(C(N)CO)c2)cc1,287.36,2.0,4.0,6.0,0,2,0.294,64.71,2,1,1,2.75,KRAS_G12D_VHL,KRAS G12D,VHL,0.609614372253418,-0.609614372253418,202
s_271570____28264208____28620796,NC(CO)c1ccc(-c2cc(Cl)c3c(c2)NCCN3)cc1F,321.78,4.0,4.0,3.0,0,3,0.25,70.31,2,1,1,2.98,KRAS_G12D_VHL,KRAS G12D,VHL,0.6096436977386475,-0.6096436977386475,203
s_273584____28840080____28759542,NC1CCc2c(cccc2-c2ccc(C(=O)C3CC3)cc2)C1,291.39,1.0,2.0,3.0,0,4,0.35,43.09,2,1,1,3.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6097181439399719,-0.6097181439399719,204
s_7____9298146____27351402,N#Cc1cccc(Oc2ccc(CSCC3CCCO3)cc2)c1,325.43,0.0,4.0,6.0,0,3,0.316,42.25,2,1,1,4.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6097334027290344,-0.6097334027290344,205
s_271570____28266960____24881548,NCCc1ccc(C=C2CCOc3cnccc32)c(Cl)c1,300.79,1.0,3.0,3.0,0,3,0.235,48.14,2,0,0,3.56,KRAS_G12D_VHL,KRAS G12D,VHL,0.6099990010261536,-0.6099990010261536,206
s_11____51347____29799494,CC(OCCN1CCCCC1)C(=O)Nc1ccccc1,276.38,1.0,3.0,6.0,0,2,0.562,41.57,1,1,1,2.52,KRAS_G12D_VHL,KRAS G12D,VHL,0.6100211143493652,-0.6100211143493652,207
m_273712____28736480____28714550,N#Cc1ccc(CCC(=O)O)c(C=CC2CCCOC2)c1,285.34,1.0,3.0,5.0,0,2,0.412,70.32,1,1,1,3.02,KRAS_G12D_VHL,KRAS G12D,VHL,0.6100238561630249,-0.6100238561630249,208
s_271570____28266170____11653284,CC(CO)c1ccc(-c2ccc(CCO)cc2)cc1,256.35,2.0,2.0,5.0,0,2,0.294,40.46,2,1,1,2.98,KRAS_G12D_VHL,KRAS G12D,VHL,0.6100667119026184,-0.6100667119026184,209
s_282730____26108198____26271078____25797926,CNc1c(-c2cc(Cl)sc2C)nc2cc(C(C)(C)O)ccn12,335.86,2.0,5.0,3.0,0,3,0.312,49.56,3,0,0,4.29,KRAS_G12D_VHL,KRAS G12D,VHL,0.6100740432739258,-0.6100740432739258,210
s_271570____26183834____28728352,CNC(=O)c1ccc(-c2ccc3c(c2)C(N)CCN3)cc1,281.36,3.0,3.0,2.0,0,3,0.235,67.15,2,1,1,2.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6101036071777344,-0.6101036071777344,211
m_271570____13259184____28720996,CN(C)Cc1ccc(-c2ccc(CC(O)CN)cc2)s1,290.43,2.0,4.0,6.0,0,2,0.375,49.49,2,1,1,2.34,KRAS_G12D_VHL,KRAS G12D,VHL,0.6101296544075012,-0.6101296544075012,212
s_271570____13259194____21747654,Oc1ccc(Oc2ccc(C=C3CCCCC3)cn2)cc1,281.36,1.0,3.0,3.0,0,3,0.278,42.35,2,0,0,4.93,KRAS_G12D_VHL,KRAS G12D,VHL,0.610150933265686,-0.610150933265686,213
m_271570____28263618____14571820,COc1cc(-c2ccccc2C(C)O)cnc1SC,275.37,1.0,4.0,4.0,0,2,0.267,42.35,2,1,0,3.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.610183835029602,-0.610183835029602,214
