TPD ID,TPD NAME,PubChem synonyms,SMILES,Subtype,Fomula,Target Symbol,Target ID,Ligase,Source
TPD-ZF4JI6,SCHEMBL25442343,2-chloranyl-~{N}-[[1-[2-(4-chloranylphenoxy)-2-methyl-propanoyl]piperidin-4-yl]methyl]ethanamide\; 2-chloranyl-~{N}-[[1-[2-(4-chloranylphenoxy)-2-methyl-propanoyl]piperidin-4-yl]methyl]ethanamide; SCHEMBL25442343,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(CNC(=O)CCl)CC1,Stabilizer,C18H24Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-M2KCK6,WO2024192415-A1_1074203,1-[4-(4-Chloro-3-oxobutyl)piperidin-1-yl]-2-(4-chlorophenoxy)-2-methylpropan-1-one,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(CCC(=O)CCl)CC1,Stabilizer,C19H25Cl2NO3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-SMTSD6,SCHEMBL25443633,2-chloro-N-[2-[1-[2-(4-chlorophenoxy)-2-methylpropanoyl]piperidin-4-yl]ethyl]acetamide\; SCHEMBL25443633,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(CCNC(=O)CCl)CC1,Stabilizer,C19H26Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-1ZY8Q9,WO2024192415-A1_1074359,2-chloro-N-[3-[1-[2-(4-chlorophenoxy)-2-methylpropanoyl]piperidin-4-yl]propyl]acetamide,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(CCCNC(=O)CCl)CC1,Stabilizer,C20H28Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-81216S,WO2024192415-A1_1074360,2-chloro-N-[1-[2-(4-chlorophenoxy)-2-methylpropanoyl]piperidin-4-yl]acetamide,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCC(NC(=O)CCl)CC1,Stabilizer,C17H22Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-5PCMVD,WO2024192415-A1_1074378,2-chloro-N-[[1-[1-(4-chlorophenoxy)cyclopropanecarbonyl]piperidin-4-yl]methyl]acetamide,O=C(CCl)NCC1CCN(C(=O)C2(Oc3ccc(Cl)cc3)CC2)CC1,Stabilizer,C18H22Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-EB3C2U,WO2024192415-A1_1075294,"2-chloro-N-[[1-[(1S,2R)-1-(4-chlorophenoxy)-2-methylcyclopropanecarbonyl]piperidin-4-yl]methyl]acetamide",C[C@@H]1C[C@@]1(Oc1ccc(Cl)cc1)C(=O)N1CCC(CNC(=O)CCl)CC1,Stabilizer,C19H24Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-8LIVZO,WO2024192415-A1_1075308,"2-chloro-N-[[1-[(1S,2R)-1-(4-chlorophenoxy)-2-ethylcyclopropanecarbonyl]piperidin-4-yl]methyl]acetamide",CC[C@@H]1C[C@@]1(Oc1ccc(Cl)cc1)C(=O)N1CCC(CNC(=O)CCl)CC1,Stabilizer,C20H26Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-590M6W,WO2024192415-A1_1075314,2-chloro-N-[[1-[2-(4-chlorophenoxy)-2-cyclohexylpropanoyl]piperidin-4-yl]methyl]acetamide,CC(Oc1ccc(Cl)cc1)(C(=O)N1CCC(CNC(=O)CCl)CC1)C1CCCCC1,Stabilizer,C23H32Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-7QJXCZ,WO2024192415-A1_1075343,.,CC(C)[C@@H]1C[C@@]1(Oc1ccc(Cl)cc1)C(=O)N1CCC(CNC(=O)CCl)CC1,Stabilizer,C21H28Cl2N2O3,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-E94CIX,S0O,N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-2-phenoxypropanamide\; S0O,CC(C)(Oc1ccccc1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C21H21N3O2S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-LAWEBG,S0U,2-anilino-N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methylpropanamide\; S0U,CC(C)(Nc1ccccc1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C21H22N4OS,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-WXV6E4,RZL,2-(4-bromanylphenoxy)-~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-propanamide\; 2-(4-bromanylphenoxy)-~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-propanamide; RZL,CC(C)(Oc1ccc(Br)cc1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C21H20BrN3O2S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-N0QV44,WO2024192415-A1_Compound 13,N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-2-[4-(trifluoromethyl)phenoxy]propanamide,CC(C)(Oc1ccc(C(F)(F)F)cc1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C22H20F3N3O2S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-S4LSEY,RZC,"2-[3,4-bis(chloranyl)phenoxy]-~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-propanamide\; 2-[3,4-bis(chloranyl)phenoxy]-~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methyl-propanamide; RZC",CC(C)(Oc1ccc(Cl)c(Cl)c1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C21H19Cl2N3O2S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-C2ZRRP,U0L,N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-(4-chloro-3-fluorophenoxy)-2-methylpropanamide\; U0L,CC(C)(Oc1ccc(Cl)c(F)c1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C21H19ClFN3O2S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-8NH3M6,S3I,2-(4-acetylphenoxy)-N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-methylpropanamide\; S3I,CC(=O)c1ccc(OC(C)(C)C(=O)Nc2cccc(-c3csc(C(=N)N)c3)c2)cc1,Stabilizer,C23H23N3O3S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-XCUZSB,WO2024192415-A1_Compound 17,N-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-2-(4-methoxyphenoxy)-2-methylpropanamide,COc1ccc(OC(C)(C)C(=O)Nc2cccc(-c3csc(C(=N)N)c3)c2)cc1,Stabilizer,C22H23N3O3S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-VHYWAY,WO2024192415-A1_Compound 18,4-[1-[3-(5-Carbamimidoylthiophen-3-yl)anilino]-2-methyl-1-oxopropan-2-yl]oxybenzoic acid,CC(C)(Oc1ccc(C(=O)O)cc1)C(=O)Nc1cccc(-c2csc(C(=N)N)c2)c1,Stabilizer,C22H21N3O4S,14-3-3σ;ERα,P31947/P03372,.,WO-2024192415-A1
TPD-GHHGQG,SCHEMBL31191918,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(C=CC(CNC(=O)/C4=C/C5=C(C=CC=C5)OC4)=C3)C2=O)C(=O)N1,Degrader,C24H21N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-JEJ5K8,3053857-55-6,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-(trifluoromethoxy)-2H-chromene-3-carboxamide; orb2944748; SCHEMBL31191952; LYG-409; EX-A12135",O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)C4=CC5=C(/C=C\C(OC(F)(F)F)=C/5)OC4)=C/3)C2=O)C(=O)N1,Degrader,C25H20F3N3O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-L0I189,SCHEMBL31191982,"6-cyano-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",N#CC1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C25H20N4O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-YTZKG6,SCHEMBL31191945,"6-amino-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",NC1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C24H22N4O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-Y6HHZ1,SCHEMBL31191946,"6-(dimethylamino)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",CN(C)C1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C26H26N4O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-XXX0CD,SCHEMBL31191907,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-ethenyl-2H-chromene-3-carboxamide",C=CC1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C26H23N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-S5YJAJ,SCHEMBL31191993,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-ethynyl-2H-chromene-3-carboxamide",C#CC1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C26H21N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-UR3FFI,SCHEMBL31191913,"6-tert-butyl-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",CC(C)(C)C1=C/C2=C(\C=C/1)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C28H29N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-GAN5D7,SCHEMBL31191949,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-phenyl-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)C4=CC5=C(/C=C\C(C6=CC=CC=C6)=C/5)OC4)=C/3)C2=O)C(=O)N1,Degrader,C30H25N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-JZXH25,SCHEMBL31192038,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-8-(trifluoromethyl)-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)/C4=C/C5=C(OC4)C(C(F)(F)F)=CC=C5)=C/3)C2=O)C(=O)N1,Degrader,C25H20F3N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-3J3U45,SCHEMBL31191960,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-8-(trifluoromethoxy)-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)/C4=C/C5=C(OC4)C(OC(F)(F)F)=CC=C5)=C/3)C2=O)C(=O)N1,Degrader,C25H20F3N3O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-LU3WWG,SCHEMBL31191987,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-5-fluoro-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(C=CC(CNC(=O)/C4=C/C5=C(C=CC=C5F)OC4)=C3)C2=O)C(=O)N1,Degrader,C24H20FN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-NZ2VJR,SCHEMBL31191916,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-8-methoxy-2H-chromene-3-carboxamide",COC1=CC=CC2=C1OC/C(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C\2,Degrader,C25H23N3O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-EYQLTL,SCHEMBL31192063,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-8-methyl-2H-chromene-3-carboxamide",CC1=CC=CC2=C1OC/C(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C\2,Degrader,C25H23N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-5P4KUH,SCHEMBL31192068,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-5-methyl-2H-chromene-3-carboxamide",CC1=CC=CC2=C1/C=C(/C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)CO2,Degrader,C25H23N3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-HCU6WI,SCHEMBL31191935,"6-acetamido-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2H-chromene-3-carboxamide",CC(=O)NC1=CC2=C(C=C1)OC/C(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C\2,Degrader,C26H24N4O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-TYSX8W,WO2024222918A1_A-24,.,C=CC(=O)NC1=CC2=C(C=C1)OC/C(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C\2,Degrader,C27H24N4O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-X49THW,WO2024222918A1_A-25,.,O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)/C4=C/C5=C(C=CC(NC(=O)CO)=C5)OC4)=C/3)C2=O)C(=O)N1,Degrader,C26H24N4O7,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-O320AJ,WO2024222918A1_A-26,.,O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)/C4=C/C5=C(C=CC(NC(=O)C6CC6)=C5)OC4)=C/3)C2=O)C(=O)N1,Degrader,C28H26N4O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-R5EBIU,WO2024222918A1_A-27,.,O=C1CCC(N2CC3=C(/C=C\C(CNC(=O)/C4=C/C5=C(C=CC(NC(=O)C6CCC6)=C5)OC4)=C/3)C2=O)C(=O)N1,Degrader,C29H28N4O6,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-RDPSHY,WO2024222918A1_A-28,.,CC1=C/C2=C(C=C(C(=O)NCC3=C/C4=C(\C=C/3)C(=O)N(C3CCC(=O)NC3=O)C4)CO2)/C=C\1Cl,Degrader,C25H22ClN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-3SAFJ2,SCHEMBL31192019,"7-chloro-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-methyl-2H-chromene-3-carboxamide",CC1=C/C2=C(\C=C/1Cl)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C25H22ClN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-ZJBPZ1,SCHEMBL31191902,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-fluoro-2H-chromene-3-carboxamide",O=C1CCC(N2CC3=C(C=CC(CNC(=O)/C4=C/C5=C(C=CC(F)=C5)OC4)=C3)C2=O)C(=O)N1,Degrader,C24H20FN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-EYJ7J8,SCHEMBL31192029,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-7-fluoro-6-methyl-2H-chromene-3-carboxamide",CC1=C/C2=C(\C=C/1F)OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C25H22FN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-6B5NPR,SCHEMBL31191928,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-6-fluoro-8-methyl-2H-chromene-3-carboxamide",C/C1=C/C(F)=C\C2=C1OCC(C(=O)NCC1=C/C3=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C3)=C2,Degrader,C25H22FN3O5,GSPT1,P15170,CRBN,WO-2024222918-A1
TPD-X00UE3,SCHEMBL31264456,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyimino-3-phenylpropanamide",CO/N=C(\CC1=CC=CC=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C24H24N4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-N99A3J,SCHEMBL31264423,"(2E)-2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyiminoacetamide",CO/N=C(/C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2)C1=CC=C(Cl)C=C1,Degrader,C23H21ClN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-XKR3BT,WO2024251301A1_CX-11,.,CO/N=C(/C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2)C1=CSC(N)=N1,Degrader,C20H20N6O5S,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-QI2SAS,SCHEMBL31264446,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyimino-3-(4-methylphenyl)propanamide",CO/N=C(\CC1=CC=C(C)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C25H26N4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-GR6DUL,SCHEMBL31264425,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-(4-fluorophenyl)-2-methoxyiminopropanamide",CO/N=C(\CC1=CC=C(F)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C24H23FN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-DUWDFY,SCHEMBL31264422,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-(3-fluorophenyl)-2-methoxyiminopropanamide",CO/N=C(\CC1=CC(F)=CC=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C24H23FN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-CX7QVC,SCHEMBL31264432,"(2E)-3-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyiminopropanamide",CO/N=C(\CC1=CC=C(Cl)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C24H23ClN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-F0ZCUX,SCHEMBL31264420,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyimino-3-[4-(trifluoromethyl)phenyl]propanamide",CO/N=C(\CC1=CC=C(C(F)(F)F)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C25H23F3N4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-8X3AOW,SCHEMBL31264444,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyimino-3-[4-(trifluoromethoxy)phenyl]propanamide",CO/N=C(\CC1=CC=C(OC(F)(F)F)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C25H23F3N4O6,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-OADQJM,SCHEMBL31264457,"(2E)-3-(3-chloro-4-methylphenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-methoxyiminopropanamide",CO/N=C(\CC1=CC(Cl)=C(C)C=C1)C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2,Degrader,C25H25ClN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-78KS6T,SCHEMBL31264462,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2-(4-fluorophenyl)-2-methoxyiminoacetamide",CO/N=C(/C(=O)NCC1=C/C2=C(\C=C/1)C(=O)N(C1CCC(=O)NC1=O)C2)C1=CC=C(F)C=C1,Degrader,C23H21FN4O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-W8U3E9,SCHEMBL31264415,"(2E)-N-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-5-yl]methyl]-2-hydrazinylidene-3-phenylpropanamide",N/N=C(\CC1=CC=CC=C1)C(=O)NCC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C23H21N5O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-I6ZI5F,WO2024251301A1_NX-2,.,N/N=C(\CC1=CC=C(F)C=C1)C(=O)NCC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C23H20FN5O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-RLUBL8,WO2024251301A1_NX-3,.,CC1=CC=C(C/C(=N\N)C(=O)NCC2=CC3=C(C=C2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,Degrader,C24H23N5O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-DJC57G,WO2024251301A1_NX-4,.,N/N=C(\CC1=CC=C(OC(F)(F)F)C=C1)C(=O)NCC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C24H20F3N5O6,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-LFGB7J,WO2024251301A1_NX-5,.,N/N=C(\CC1=CC=C(Cl)C=C1)C(=O)NCC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C23H20ClN5O5,GSPT1,P15170,CRBN,WO-2024251301-A1
TPD-KOHUUB,WO2024255810A1_1,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C=NN3C=C2)CCN1CC1CCN(C2=C(F)C=C(C#N)C=C2)CC1,Degrader,C30H35FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-W0L6JJ,WO2024255810A1_10,.,C[C@H]1CN(CC2=C/C3=C(N4CCC(=O)NC4=O)/C=N\N3C=C2)CCN1CC1CCN(C2=NC=C(F)C=C2)CC1,Degrader,C28H35FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-DQRYJW,WO2024255810A1_100,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1C[C@H]1CC[C@H](C2=NN(C)C=C2)CC1,Degrader,C28H37FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-2T5380,WO2024255810A1_101,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=CN(C)N=C2)CC1,Degrader,C28H37FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-XRHCMJ,WO2024255810A1_102,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=CC=NN2C)CC1,Degrader,C28H37FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-8ET5ZK,WO2024255810A1_103,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=N/N3CCC\C3=C\2)CC1,Degrader,C30H39FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-PYANPG,WO2024255810A1_104,.,CC1=CN(C)N=C1C1CCC(CN2CCN(CC3=CC4=C(N5CCC(=O)NC5=O)C(F)=NN4C=C3)C[C@@H]2C)CC1,Degrader,C29H39FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-7Q2U5K,WO2024255810A1_105,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=NN(C(F)F)C=C2)CC1,Degrader,C28H35F3N8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-EGN05G,WO2024255810A1_106,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=NN(C3CC3)C=C2)CC1,Degrader,C30H39FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-NLN0M0,WO2024255810A1_107,.,C[C@H]1CN(CC2=CC3=C(N4CCC(=O)NC4=O)C(F)=NN3C=C2)CCN1CC1CCC(C2=NN(C)C=C2F)CC1,Degrader,C28H36F2N8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-K5B0RS,WO2024255810A1_108,.,CC1=NC=C(C2CCC(CN3CCN(CC4=CC5=C(N6CCC(=O)NC6=O)C(F)=NN5C=C4)C[C@@H]3C)CC2)C=N1,Degrader,C29H37FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-57ZE5L,WO2024255810A1_109,.,CCN1C=CC(C2CCC(CN3CCN(CC4=CC5=C(N6CCC(=O)NC6=O)C(F)=NN5C=C4)C[C@@H]3C)CC2)=N1,Degrader,C29H39FN8O2,WIZ,O95785,CRBN,WO-2024255810-A1
TPD-UR87SB,WO2024255810A1_11,.,C[C@H]1CN(CC2=C/C3=C(N4CCC(=O)NC4=O)/C=N\N3C=C2)CCN1CC1CCN(C2=CC=C(C#N)C=C2)CC1,Degrader,C30H36N8O2,WIZ,O95785,CRBN,WO-2024255810-A1
