TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-REZY04,KD,TLR8,Q9NR97,.,220nM
TPD-F7TT2C,EC50,.,.,HbF,100nM
TPD-F7TT2C,KD,WIZ,O95785,.,3.5μM±0.6μM
TPD-YQ5GU2,AC50 ,G6PD,P11413,.,4.2μM
TPD-YQ5GU2,Amax ,G6PD,P11413,.,120%
TPD-1LG6JA,KD(50 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,2±1nM
TPD-1LG6JA,KD(10 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,0.2±0.3nM
TPD-EE3ZSG,IC50,PDE3A,Q14432,.,82nM
TPD-TU9F23,EC50_1,.,.,NCI-H358,0.082nM
TPD-049ESM,IC50_1,.,.,H929 R10-1,10μM
TPD-3WSCIS,IC50_1,.,.,H929 R10-1,0.51μM
TPD-J1XBDQ,IC50_1,.,.,H929 R10-1,0.0351μM
TPD-HHQA5U,IC50_1,.,.,H929 R10-1,0.0205μM
TPD-QM5UZP,IC50_1,.,.,H929 R10-1,0.00998μM
TPD-YPBY07,IC50_1,.,.,H929 R10-1,0.00141μM
TPD-S97N5C,IC50_1,.,.,H929 R10-1,0.0083μM
TPD-8GT4MX,IC50_1,.,.,H929 R10-1,0.0351μM
TPD-N17T1H,IC50_1,.,.,H929 R10-1,0.00213μM
TPD-AE1BU7,IC50_1,.,.,H929 R10-1,0.00285μM
TPD-5EA3Q8,IC50_1,.,.,H929 R10-1,0.00459μM
TPD-OQ6I6N,IC50_1,.,.,H929 R10-1,0.146μM
TPD-7G52P3,IC50_1,.,.,H929 R10-1,0.0017μM
TPD-G7IGSR,IC50_1,.,.,H929 R10-1,0.00364μM
TPD-4S932U,IC50_1,.,.,H929 R10-1,0.0092μM
TPD-H4RLX4,IC50_1,.,.,H929 R10-1,0.00404μM
TPD-ZJNNKD,IC50_1,.,.,H929 R10-1,0.00369μM
TPD-FC6JQP,IC50_1,.,.,H929 R10-1,0.00504μM
TPD-C9O9JF,IC50_1,.,.,H929 R10-1,0.00709μM
TPD-BBJ4HQ,IC50_1,.,.,H929 R10-1,0.0074μM
TPD-2IUM4C,IC50_1,.,.,H929 R10-1,0.056μM
TPD-V5SFQ5,IC50_1,.,.,H929 R10-1,0.00495μM
TPD-EJ6Z25,IC50_1,.,.,H929 R10-1,0.00354μM
TPD-49N0TZ,IC50_1,.,.,H929 R10-1,0.00177μM
TPD-VAMT79,IC50_1,.,.,H929 R10-1,0.0033μM
TPD-04YR73,IC50_1,.,.,H929 R10-1,0.00373μM
TPD-KIJ8SV,IC50_1,.,.,H929 R10-1,0.00623μM
TPD-1IBT9K,IC50_1,.,.,H929 R10-1,0.0067μM
TPD-FZARAW,IC50_1,.,.,H929 R10-1,0.00384μM
TPD-9QEZYK,IC50_1,.,.,H929 R10-1,0.00431μM
TPD-ZHDQXN,IC50_1,.,.,H929 R10-1,0.0263μM
TPD-ID4JCD,IC50_1,.,.,H929 R10-1,0.632μM
TPD-14ZFQ7,IC50_1,.,.,H929 R10-1,0.17μM
TPD-W0U5JO,IC50_1,.,.,H929 R10-1,0.159μM
TPD-5HJED0,IC50_1,.,.,H929 R10-1,5.76μM
TPD-19MYS5,IC50_1,.,.,H929 R10-1,0.496μM
TPD-LF6F98,IC50_1,.,.,H929 R10-1,0.0023μM
TPD-EE3ZSG,EC50_1,.,.,HeLa,1.04nM
TPD-EE3ZSG,EC50_2,.,.,SK-MEL-3,2.81nM
TPD-EE3ZSG,EC5-_3,.,.,IGR37,3.1nM
TPD-EE3ZSG,EC50_4,.,.,DKMG,22nM
TPD-EE3ZSG,EC50_5,.,.,HS578T,33nM
TPD-EE3ZSG,EC50_6,.,.,H2172,38nM
TPD-EE3ZSG,EC50_7,.,.,NCI-H196,150nM
TPD-EE3ZSG,EC50_8,.,.,A2058,38nM
TPD-EE3ZSG,EC50_9,.,.,C32,58nM
TPD-EE3ZSG,EC50_10,.,.,RVH421,140nM
TPD-EE3ZSG,EC50_11,.,.,L3.3,82nM
TPD-EE3ZSG,EC50_12,.,.,GB1,8nM
TPD-TU9F23,IC50_1,KRAS-RAF,P01116,.,6.545nM
TPD-TU9F23,IC50_2,pERK,P27361,NCI-H358,0.614nM
TPD-TU9F23,IC50_3,.,.,NCI-H358,0.082nM
TPD-TU9F23,IC50_4,.,.,A375,238.238nM
TPD-TU9F23,EC50_2,pERK,P27361,NCI-H358,0.61nM
TPD-049ESM,IC50_2,.,.,.,0.2363μM
TPD-3WSCIS,IC50_2,.,.,.,0.1725μM
TPD-J1XBDQ,IC50_2,.,.,.,0.1394μM
TPD-HHQA5U,IC50_2,.,.,.,0.09521μM
TPD-QM5UZP,IC50_2,.,.,.,0.0957μM
TPD-YPBY07,IC50_2,.,.,.,0.06249μM
TPD-S97N5C,IC50_2,.,.,.,0.1261μM
TPD-8GT4MX,IC50_2,.,.,.,0.1008μM
TPD-N17T1H,IC50_2,.,.,.,0.04103μM
TPD-AE1BU7,IC50_2,.,.,.,0.07604μM
TPD-5EA3Q8,IC50_2,.,.,.,0.08595μM
TPD-OQ6I6N,IC50_2,.,.,.,0.3218μM
TPD-7G52P3,IC50_2,.,.,.,0.05513μM
TPD-G7IGSR,IC50_2,.,.,.,0.07996μM
TPD-4S932U,IC50_2,.,.,.,0.1244μM
TPD-H4RLX4,IC50_2,.,.,.,0.1073μM
TPD-ZJNNKD,IC50_2,.,.,.,0.09994μM
TPD-FC6JQP,IC50_2,.,.,.,0.09505μM
TPD-C9O9JF,IC50_2,.,.,.,0.09029μM
TPD-V5SFQ5,IC50_2,.,.,.,0.06889μM
TPD-EJ6Z25,IC50_2,.,.,.,0.07097μM
TPD-49N0TZ,IC50_2,.,.,.,0.07467μM
TPD-VAMT79,IC50_2,.,.,.,0.07716μM
TPD-04YR73,IC50_2,.,.,.,0.08077μM
TPD-KIJ8SV,IC50_2,.,.,.,0.06507μM
TPD-1IBT9K,IC50_2,.,.,.,0.1178μM
TPD-FZARAW,IC50_2,.,.,.,1.158μM
TPD-9QEZYK,IC50_2,.,.,.,0.03736μM
TPD-ZHDQXN,IC50_2,.,.,.,0.1946μM
TPD-ID4JCD,IC50_2,.,.,.,28μM
TPD-14ZFQ7,IC50_2,.,.,.,0.8773μM
TPD-W0U5JO,IC50_2,.,.,.,0.502μM
TPD-5HJED0,IC50_2,.,.,.,96.18μM
TPD-19MYS5,IC50_2,.,.,.,>100μM
TPD-LF6F98,IC50_2,.,.,.,0.0372μM
TPD-049ESM,EC50_1,IKZF3,Q9UKT9,DF15,0.00751μM
TPD-3WSCIS,EC50_1,IKZF3,Q9UKT9,DF15,0.00289μM
TPD-J1XBDQ,EC50_1,IKZF3,Q9UKT9,DF15,0.001μM
TPD-HHQA5U,EC50_1,IKZF3,Q9UKT9,DF15,0.0005μM
TPD-QM5UZP,EC50_1,IKZF3,Q9UKT9,DF15,0.0003μM
TPD-YPBY07,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-S97N5C,EC50_1,IKZF3,Q9UKT9,DF15,0.0006μM
TPD-8GT4MX,EC50_1,IKZF3,Q9UKT9,DF15,0.0003μM
TPD-N17T1H,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-AE1BU7,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-5EA3Q8,EC50_1,IKZF3,Q9UKT9,DF15,0.0004μM
TPD-OQ6I6N,EC50_1,IKZF3,Q9UKT9,DF15,0.0021μM
TPD-7G52P3,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-G7IGSR,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-4S932U,EC50_1,IKZF3,Q9UKT9,DF15,0.0002μM
TPD-H4RLX4,EC50_1,IKZF3,Q9UKT9,DF15,0.0003μM
TPD-ZJNNKD,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-FC6JQP,EC50_1,IKZF3,Q9UKT9,DF15,0.0002μM
TPD-C9O9JF,EC50_1,IKZF3,Q9UKT9,DF15,0.0005μM
TPD-BBJ4HQ,EC50_1,IKZF3,Q9UKT9,DF15,0.0007μM
TPD-2IUM4C,EC50_1,IKZF3,Q9UKT9,DF15,0.001μM
TPD-V5SFQ5,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-EJ6Z25,EC50_1,IKZF3,Q9UKT9,DF15,0.0004μM
TPD-49N0TZ,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-VAMT79,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-04YR73,EC50_1,IKZF3,Q9UKT9,DF15,0.0003μM
TPD-KIJ8SV,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-1IBT9K,EC50_1,IKZF3,Q9UKT9,DF15,0.0006μM
TPD-FZARAW,EC50_1,IKZF3,Q9UKT9,DF15,0.0005μM
TPD-9QEZYK,EC50_1,IKZF3,Q9UKT9,DF15,0.0001μM
TPD-ZHDQXN,EC50_1,IKZF3,Q9UKT9,DF15,0.0015μM
TPD-ID4JCD,EC50_1,IKZF3,Q9UKT9,DF15,>0.01μM
TPD-14ZFQ7,EC50_1,IKZF3,Q9UKT9,DF15,>0.003333μM
TPD-W0U5JO,EC50_1,IKZF3,Q9UKT9,DF15,0.0024μM
TPD-5HJED0,EC50_1,IKZF3,Q9UKT9,DF15,>0.1μM
TPD-19MYS5,EC50_1,IKZF3,Q9UKT9,DF15,>0.01μM
TPD-LF6F98,EC50_1,IKZF3,Q9UKT9,DF15,0.0003μM
TPD-049ESM,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-3WSCIS,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-J1XBDQ,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-HHQA5U,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-QM5UZP,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-YPBY07,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-S97N5C,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-8GT4MX,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-N17T1H,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-AE1BU7,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-5EA3Q8,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-OQ6I6N,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-7G52P3,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-G7IGSR,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-4S932U,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-H4RLX4,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-ZJNNKD,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-FC6JQP,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-C9O9JF,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-V5SFQ5,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-EJ6Z25,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-49N0TZ,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-VAMT79,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-04YR73,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-KIJ8SV,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-1IBT9K,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-FZARAW,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-9QEZYK,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-ZHDQXN,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-ID4JCD,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-14ZFQ7,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-W0U5JO,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-5HJED0,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-19MYS5,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-LF6F98,EC50_2,GSPT1,P15170,DF15,>10μM
TPD-X7M15Q,IC50,CDK12,Q9NYV4,A673,123.0nM
TPD-4KFLOV,IC50,CDK12,Q9NYV4,A673,716.0nM
TPD-JAJD6G,IC50,CDK12,Q9NYV4,A673,8.0nM
TPD-756JVG,IC50,CDK12,Q9NYV4,A673,12.0nM
TPD-82YJFQ,IC50,CDK12,Q9NYV4,A673,47.0nM
TPD-P665RG,IC50,CDK12,Q9NYV4,A673,52.0nM
TPD-TMCCYH,IC50,CDK12,Q9NYV4,A673,27.0nM
TPD-4MO2W7,IC50,CDK12,Q9NYV4,A673,5.7nM
TPD-F1N7DJ,IC50,CDK12,Q9NYV4,A673,14.9nM
TPD-CQ6L7B,IC50,CDK12,Q9NYV4,A673,4.3nM
TPD-67VB20,IC50,CDK12,Q9NYV4,A673,6.3nM
TPD-XNB4UM,IC50,CDK12,Q9NYV4,A673,21.8nM
TPD-MLBW70,IC50,CDK12,Q9NYV4,A673,12.2nM
TPD-CZWSLZ,IC50,CDK12,Q9NYV4,A673,7.3nM
TPD-9OYBDK,IC50,CDK12,Q9NYV4,A673,151.0nM
TPD-ORBEOJ,IC50,CDK12,Q9NYV4,A673,14.8nM
TPD-WVFRO6,IC50,CDK12,Q9NYV4,A673,8.3nM
TPD-VWUYMY,IC50,CDK12,Q9NYV4,A673,16.3nM
TPD-LWEP3Q,IC50_5,.,.,CAL-62,E
TPD-QHYM7Q,IC50_5,.,.,CAL-62,C
TPD-8YPO9C,IC50_5,.,.,CAL-62,D
TPD-QHYM7Q,IC50_4,.,.,CCRF-CEM,B
TPD-8YPO9C,IC50_4,.,.,CCRF-CEM,C
TPD-JFVBR1,IC50_14,.,.,Caco-2,6.64nM
TPD-86YMG4,IC50_14,.,.,Caco-2,4.46nM
TPD-BYII1J,IC50,.,.,Colo-205,100nM-300nM
TPD-OQG9UV,IC50,.,.,Colo-205,<=100nM
TPD-HDR8DR,IC50,.,.,Daudi,44.9nM
TPD-9ROWSY,IC50,.,.,Daudi,155.4nM
TPD-BYII1J,IC50,.,.,H69,<=100nM
TPD-OQG9UV,IC50,.,.,H69,<=100nM
TPD-9X6CFO,IC50,.,.,HNT-34,26.9nM
TPD-1H21BH,IC50,.,.,HNT-34,18.0nM
TPD-TVMZU7,IC50,.,.,HNT-34,3.6nM
TPD-JFVBR1,IC50_6,.,.,JIMT-1,0.25nM
TPD-86YMG4,IC50_6,.,.,JIMT-1,0.64nM
TPD-JFVBR1,IC50_12,.,.,KB-1,0.38nM
TPD-DM1J6Z,IC50_12,.,.,KB-1,4.95nM
TPD-TO9J8L,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,0.5μM<x≤1μM
TPD-JN8KJE,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,0.5μM<x≤1μM
TPD-95AJZT,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,1μM<x≤10μM
TPD-PMUOQ3,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,1μM<x≤10μM
TPD-N7LN1T,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,0.25μM<x≤0.5μM
TPD-OIOUNF,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,1μM<x≤10μM
TPD-AWV5FK,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,1μM<x≤10μM
TPD-69N22M,EC50,CDK12,Q9NYV4,KBM7-UBE2M Knockout,≤0.25μM
TPD-HDR8DR,IC50 ,.,.,Kasumi-1,22.3nM
TPD-9ROWSY,IC50 ,.,.,Kasumi-1,104.1nM
TPD-DGK6M9,IC50_7,.,.,MGC803,D
TPD-5XAALX,IC50_7,.,.,MGC803,D
TPD-X0PWQP,IC50_7,.,.,MGC803,F
TPD-RDB6ER,IC50_7,.,.,MGC803,F
TPD-QHYM7Q,IC50_7,.,.,MGC803,E
TPD-8YPO9C,IC50_7,.,.,MGC803,F
TPD-L1V5DV,EC50_2,.,.,MKN45,0.075μM
TPD-SWPS43,EC50_2,.,.,MKN45,0.053μM
TPD-5SZSVH,EC50_2,.,.,MKN45,0.019μM
TPD-8593VO,EC50_2,.,.,MKN45,0.023μM
TPD-7LAMDQ,EC50_2,.,.,MKN45,0.001μM
TPD-FSVU4U,EC50_2,.,.,MKN45,0.005μM
TPD-1YB1T2,EC50_2,.,.,MKN45,0.005μM
TPD-UUZJGB,EC50_2,.,.,MKN45,0.006μM
TPD-02T8GS,EC50_2,.,.,MKN45,0.011μM
TPD-FMYXWD,EC50_2,.,.,MKN45,0.002μM
TPD-RC4X8R,EC50_2,.,.,MKN45,0.033μM
TPD-BJQZNS,EC50_2,.,.,MKN45,0.003μM
TPD-YHCB4I,EC50_2,.,.,MKN45,0.006μM
TPD-OYQZKN,EC50_2,.,.,MKN45,0.006μM
TPD-K8TWVD,EC50_2,.,.,MKN45,0.002μM
TPD-6JFMDE,EC50_2,.,.,MKN45,0.005μM
TPD-FG36HB,EC50_2,.,.,MKN45,0.007μM
TPD-U70EMW,EC50_2,.,.,MKN45,0.012μM
TPD-FML7OH,EC50_2,.,.,MKN45,0.005μM
TPD-CAOCPJ,EC50_2,.,.,MKN45,0.002μM
TPD-LEGRI0,EC50_2,.,.,MKN45,0.002μM
TPD-SW3RAO,EC50_2,.,.,MKN45,0.005μM
TPD-J1Q5S9,EC50_2,.,.,MKN45,0.050μM
TPD-5LJA64,EC50_2,.,.,MKN45,0.035μM
TPD-BMRH9K,EC50_2,.,.,MKN45,0.039μM
TPD-GIDZ4D,EC50_2,.,.,MKN45,0.001μM
TPD-NOYNEM,EC50_2,.,.,MKN45,0.002μM
TPD-GEAUXG,EC50_2,.,.,MKN45,0.001μM
TPD-F24N3W,EC50_2,.,.,MKN45,0.002μM
TPD-755WVN,EC50_2,.,.,MKN45,0.001μM
TPD-P8T0CR,EC50_2,.,.,MKN45,0.004μM
TPD-1PR6RP,EC50_2,.,.,MKN45,0.002μM
TPD-HDR8DR,IC50,.,.,MM.1R,12.7nM
TPD-9ROWSY,IC50,.,.,MM.1R,32.8nM
TPD-LWEP3Q,IC50_8,.,.,MM.1R,E
TPD-QHYM7Q,IC50_8,.,.,MM.1R,C
TPD-GKTUWA,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-T5SQCV,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-4RSTUN,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-31G2CR,IC50 ,.,.,MOLM-13(10 nM gilteritinib),≥1μM
TPD-3HY3RS,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-L71FY2,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-FMQYKH,IC50 ,.,.,MOLM-13(10 nM gilteritinib),10nM≤x<100nM
TPD-ERYDAS,IC50 ,.,.,MOLM-13(10 nM gilteritinib),10nM≤x<100nM
TPD-OKJ3HM,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-5DX6YE,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-ST8R51,IC50 ,.,.,MOLM-13(10 nM gilteritinib),10nM≤x<100nM
TPD-SM98S5,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-L1HHGZ,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-80IQYW,IC50 ,.,.,MOLM-13(10 nM gilteritinib),10nM≤x<100nM
TPD-O9M9DG,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-G7FYC8,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-CP8MPC,IC50 ,.,.,MOLM-13(10 nM gilteritinib),10nM≤x<100nM
TPD-9OOJ9Y,IC50 ,.,.,MOLM-13(10 nM gilteritinib),<10nM
TPD-NVA4W1,IC50 ,.,.,MOLM-13(10 nM gilteritinib),100nM≤x<1μM
TPD-Z9W8OM,IC50_4,.,.,MOLM-13(in combination with gilteritinib),27nM
TPD-JPJTBM,IC50_4,.,.,MOLM-13(in combination with gilteritinib),1.9nM
TPD-VCR8KN,IC50_4,.,.,MOLM-13(in combination with gilteritinib),103nM
TPD-8QMI5F,IC50_4,.,.,MOLM-13(in combination with gilteritinib),0.2nM
TPD-W0VFEV,IC50_4,.,.,MOLM-13(in combination with gilteritinib),0.2nM
TPD-H1EDOQ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),0.3nM
TPD-VLCM8I,IC50_4,.,.,MOLM-13(in combination with gilteritinib),32nM
TPD-M2LVXD,IC50_4,.,.,MOLM-13(in combination with gilteritinib),14nM
TPD-K8V2FL,IC50_4,.,.,MOLM-13(in combination with gilteritinib),18nM
TPD-SDXCQC,IC50_4,.,.,MOLM-13(in combination with gilteritinib),0.3nM
TPD-KV8VOJ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),270nM
TPD-7XUR3Y,IC50_4,.,.,MOLM-13(in combination with gilteritinib),312nM
TPD-ZGH71J,IC50_4,.,.,MOLM-13(in combination with gilteritinib),1848nM
TPD-9QHGOZ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),10nM
TPD-QYW5SN,IC50_4,.,.,MOLM-13(in combination with gilteritinib),30nM
TPD-182MK7,IC50_4,.,.,MOLM-13(in combination with gilteritinib),86nM
TPD-PFDGKF,IC50_4,.,.,MOLM-13(in combination with gilteritinib),2nM
TPD-Z5T8RY,IC50_4,.,.,MOLM-13(in combination with gilteritinib),1.6nM
TPD-X27M5L,IC50_4,.,.,MOLM-13(in combination with gilteritinib),7nM
TPD-JF2ZC3,IC50_4,.,.,MOLM-13(in combination with gilteritinib),11nM
TPD-D16PSV,IC50_4,.,.,MOLM-13(in combination with gilteritinib),111nM
TPD-VI9J0P,IC50_4,.,.,MOLM-13(in combination with gilteritinib),106nM
TPD-55UCEU,IC50_4,.,.,MOLM-13(in combination with gilteritinib),0.06nM
TPD-0IICFL,IC50_4,.,.,MOLM-13(in combination with gilteritinib),72nM
TPD-PKZFIH,IC50_4,.,.,MOLM-13(in combination with gilteritinib),3680nM
TPD-WJXQEM,IC50_4,.,.,MOLM-13(in combination with gilteritinib),600nM
TPD-61CT4M,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-8MULYI,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-RBEFTY,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-BWQ25F,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-IHDCLC,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-YGCZ3V,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-KL7OZU,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-EUQDOZ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-2EIIVK,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-TSU77L,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-BN8UBI,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-T5QYNN,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-LGXSZ0,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-PC1DJP,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-M65WMR,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-1Z9YVZ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-FW6SQ3,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-BPGPPK,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-6ZB45Z,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-JIPGDU,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-4I2NWY,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-HRX4LQ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-PUQI7G,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-SUYSV1,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-X8JJ19,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-6N79GG,IC50_4,.,.,MOLM-13(in combination with gilteritinib),C
TPD-OYIUTC,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-YR8YVA,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-LQJCXE,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-97Q67F,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-E73UG1,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-1OV8QZ,IC50_4,.,.,MOLM-13(in combination with gilteritinib),C
TPD-BCEBG6,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-SKC5VA,IC50_4,.,.,MOLM-13(in combination with gilteritinib),C
TPD-XP13T0,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-WEEL4V,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-UEBON4,IC50_4,.,.,MOLM-13(in combination with gilteritinib),B
TPD-MFTHZI,IC50_4,.,.,MOLM-13(in combination with gilteritinib),D
TPD-D7UVST,IC50_4,.,.,MOLM-13(in combination with gilteritinib),A
TPD-RXHUV7,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-VUQCMQ,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+
TPD-7NR9EC,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-V3BOVZ,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-RWAHFB,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-OQS5KS,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-TB7D6I,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-9L90O5,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-PO1F7D,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-41BB04,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-QK6FHZ,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-M6CR00,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-CQZBY0,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-WPFH4C,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-N3YPBR,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-2Z7CNI,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,++
TPD-X7M15Q,IC50,CDK12,Q9NYV4,.,38.0nM
TPD-4KFLOV,IC50,CDK12,Q9NYV4,.,71.5nM
TPD-JAJD6G,IC50,CDK12,Q9NYV4,.,50.2nM
TPD-756JVG,IC50,CDK12,Q9NYV4,.,51.7nM
TPD-82YJFQ,IC50,CDK12,Q9NYV4,.,65.0nM
TPD-P665RG,IC50,CDK12,Q9NYV4,.,26.9nM
TPD-TMCCYH,IC50,CDK12,Q9NYV4,.,20.0nM
TPD-4MO2W7,IC50,CDK12,Q9NYV4,.,40nM
TPD-F1N7DJ,IC50,CDK12,Q9NYV4,.,38nM
TPD-CQ6L7B,IC50,CDK12,Q9NYV4,.,40nM
TPD-67VB20,IC50,CDK12,Q9NYV4,.,33nM
